Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
-11564.5901,-84721,-21809.1194,9154,-29033.0820,62692,1504.0136,-14796,72351.6824,18196,-91798.3356,63929,22788.1590,-23301,76770.1049,48796,77968.3816,-74984,-35118.8628,-71113
-96016,-13192.5725,17602,95944.9879,-7775,52883.7018,-96825,47193.0888,44064,20014.4034,10677,-53658.4303,65360,-28863.6501,-81340,-61873.3183,64969,-65049.5011,-24161,80866.9526
58936.4540,70839,62613.7323,65460,25121.7758,-94320,-63927.6124,-5099,-36475.6416,-16335,-69689.5685,-94184,-63709.4623,-77118,51517.7000,-55721,74872.0372,-97987,97155.8617,19685
94007,8025.9322,36387,36048.6878,95202,-55581.0426,-63315,92482.4493,64105,-81472.1459,-75707,85327.7304,22025,69683.7799,67372,-27362.3722,99084,55414.4677,-54770,-931.3129
-87909.4487,-32479,70513.0189,-54525,-59927.2611,97123,-67840.7854,-4667,99761.7421,76121,-3927.5274,66185,-17238.9648,77102,-25022.1008,-16940,-19982.5360,17835,64739.9049,-10182
50951,-30139.9855,-64121,36782.1658,44637,74241.7712,-16100,-59132.1366,32678,68145.8443,-96599,98243.7385,-3362,13668.4018,-60465,85700.7279,-57432,66812.8500,-92098,42475.7109
-25617.2732,-25454,-67500.1626,-43089,51242.7324,-21765,44648.1572,-41780,52772.7125,-60004,40501.8044,13978,-28348.1268,47085,68813.2574,-16674,16203.3437,80079,-85833.4404,-23372
15319,-9960.5295,36901,-23180.9249,-71516,16046.6364,7900,-66198.0575,-86809,96297.2680,39058,-82517.9931,30650,81455.1142,51027,65470.4865,-77712,99551.9966,-71656,-45908.3722
48754.0797,-14809,-36596.7940,-67827,82143.7437,81152,-94718.6623,-71359,-35743.2714,-62706,63015.6495,-55134,49121.6263,-9596,-90534.2803,-37209,27862.8834,-32871,69692.2417,19255
-71031,59720.2789,47292,-11058.8727,13187,-27545.6388,-98639,19581.9769,87403,5759.3810,-72165,-94060.2837,52806,44469.1335,30963,39200.7066,28822,-70514.1412,-1300,-46391.9574
57069.3969,38844,-5806.3977,-32824,10268.5184,71362,791.4826,52695,-74058.3343,-61626,15267.4494,96306,-26063.7948,18448,96101.1558,-45973,-25419.6544,41270,5105.9049,-63001
-47788,79608.9809,6687,-45305.2495,14218,-22393.9041,-8300,-17855.9909,61248,-31766.9670,-5571,24389.7140,8454,-15722.0211,55952,54799.6342,26187,16235.8570,-50646,14193.2565
2685.5440,63903,-42175.0875,-9292,70658.9454,-61765,45484.9860,95948,-80569.2212,-28490,1798.6938,-82404,4571.7944,26394,-68780.1895,-24124,11272.8870,9149,-51645.7555,62701
23615,-28677.8514,87975,94628.1054,-96969,10443.6624,37865,39356.6492,-2724,-85039.9809,49637,66720.9941,-68129,67551.2234,94633,13179.2328,20503,-61849.7302,-63126,-42970.8915
6566.5146,-54278,5945.1762,-11766,-28797.6014,81865,-15316.0155,-90603,75018.9549,49749,57937.3205,74107,63299.3694,36083,-93459.7802,23017,-69066.7544,-68688,-26729.6853,-8889
18542,37882.3877,38313,-44208.9344,-65823,75144.1566,-60149,-44840.6012,-29158,-70623.7951,47225,17779.1757,28810,5809.8721,93010,-60083.1175,-50969,-38124.5602,61604,23814.7913
-31222.5889,20903,-88681.7525,-78805,-51902.9484,-20554,-49614.8418,86152,-87656.7635,-7395,-81002.3087,-50344,-11813.2119,-59745,-26110.3449,-36800,49777.3119,15986,43432.0469,27624
56242,-6504.9149,-828,60054.8078,-97253,12905.4766,41136,-41285.9150,6330,-28630.3422,-67401,-29622.5691,-39208,-20302.9278,-58804,7815.8893,48337,-27982.6791,44295,-46690.6579
22421.3183,-37293,-782.3864,-5454,-73527.0249,-14158,-6332.3024,-30029,39015.1446,-10047,93506.1659,38332,43934.7664,-61104,71000.9082,-39091,-50238.9905,30556,15807.9179,45129
70408,98378.3420,-21166,37298.9709,52226,-2612.0887,-32194,29416.9603,70192,19437.0443,-12871,-8563.2465,95176,-52418.0164,-49800,6983.1658,-47765,53930.7473,-42525,25467.3551
84767.1372,-64139,-59153.2323,-34859,99457.8921,-77159,26764.8301,-61813,-61434.6284,-35544,21432.5163,-55938,89629.0422,-41358,-78692.0955,64332,8850.9468,-86752,6583.2194,-70171
81486,-64917.8187,-94094,-99607.5144,-54883,-58789.3265,-43,-51832.0079,-58730,85245.2632,-71817,-99916.0959,-31444,37304.2902,-32501,42909.0644,-64092,17320.0465,-97487,33735.6462
-71186.3368,-35012,976.8037,26322,-89164.0040,81077,-89074.1252,-30738,-76193.5936,-39385,-2183.4033,90211,-6250.3498,-25966,-13321.1944,53056,-81400.7113,-15032,43407.5719,-61548
-24336,-43025.3872,-15771,-56887.3618,-21484,-49033.6682,63110,59685.9220,-94063,10109.3826,-1143,66422.2315,17337,-92911.9547,3947,-60175.3878,-32848,96811.2599,-70566,86123.7963
42152.0508,-59260,85596.1078,-42286,83265.5676,-33506,99027.6292,31928,-34458.3334,3709,61622.3870,-23708,-15086.2439,-39814,-39950.1172,56861,-15265.4544,44538,68509.1137,-76898
-69295,-43332.6172,16470,7711.5012,-92060,-75775.7146,-45258,1961.4763,45122,39519.8229,23940,-81710.1176,56933,94216.5932,-28696,40212.6587,-52302,41063.6973,97018,-81900.1619
-6077.6412,-49044,84139.3422,88953,-21937.5256,-74441,-56417.2370,57991,-46037.8021,43937,67644.4645,-73421,-87022.7345,-26271,-58152.6362,-17964,-26030.8667,-46498,22504.1126,-27085
64189,30513.8373,75599,-4765.6127,55443,-97507.2568,-2100,37117.1142,64831,-10039.4504,19368,89608.9752,-7622,38909.7634,95310,50895.3324,87308,64185.9096,15067,-99672.4158
15071.2898,-24859,-30789.8903,57802,-63982.9629,85721,51986.0748,-91567,88158.7368,-63068,50971.7178,-21566,43305.8430,-45018,60693.8152,51841,-20257.4205,37226,86916.0162,76466
3576,97369.5423,-90389,24745.6814,-20050,90724.2741,86372,-19541.7698,22061,-98512.8629,69976,-6405.7296,51637,-25748.7195,45120,-62600.1370,74394,-52691.9085,-16155,-96602.1673
66202.7580,10707,6378.6597,64859,29887.0279,43884,-23455.7968,-55193,55903.5931,62923,-31801.6586,75211,-26957.6702,-26913,21629.8475,19116,-68002.1243,-54221,72934.4345,39290
72285,95439.2523,56670,-99188.8746,-34065,-6543.0464,24532,-42410.3901,-35654,-48027.6510,-25524,84398.7371,59203,33414.6938,-30022,3328.1456,-29202,-22962.3225,64303,25718.8660
-52338.4455,-44944,-22702.8247,-7844,23610.4100,16242,-3913.4849,95411,-13574.5718,-17510,34956.6489,20640,-72883.9602,27605,-32362.1123,-82488,-15020.0408,-9112,43328.7262,-48343
-34903,38379.8307,-14406,9289.5317,74031,-67494.5522,55861,-69337.9885,-45656,-55094.7493,34655,74800.2566,-31496,16182.5205,50693,-77625.1628,-94866,12842.1265,-85004,-38682.0728
23751.0962,37188,-26374.1989,96250,97270.1463,72282,1953.4386,-61661,61762.9521,-70958,50988.4436,3720,77313.5655,-4694,74105.9368,-27746,-95682.9899,66532,99543.0679,21012
-49151,47408.9226,-57599,-38959.8618,19712,51356.7487,56248,-28741.7879,19836,98021.1950,-77927,12532.0122,94286,27476.2393,35778,31021.9261,84890,-90120.5643,82633,-23796.3883
-23611.6020,73248,-30444.4619,72494,-61778.2037,-27811,-83499.8595,-4263,76309.5097,-92242,3310.3909,91352,-29110.3497,26789,96629.8562,9153,-54471.0102,-52178,51481.2133,36094
19090,-19432.6328,17840,-22872.0129,50296,-41484.9720,-16727,53640.7311,-618,-23719.2389,35868,27443.3553,94215,54161.6471,-37079,43359.0947,-23718,-15889.2728,-72991,-56643.5187
-39020.9502,-9671,-70137.8922,97971,89059.1882,-56160,8679.9357,82570,-48531.1111,31960,54494.2280,61291,-86760.6770,-30028,4812.7145,95401,-74426.8284,-8469,32497.1605,18612
-1378,57176.4888,-6377,-65400.5068,84923,9165.3845,-49870,-29458.7313,19024,-80265.0884,-40606,19910.1608,-26270,-97495.2617,9422,36519.2543,4274,99136.9871,-10909,91061.5864
93746.5905,20027,-57130.5284,41788,261.5900,55972,79043.7509,8777,53109.0221,-21976,-23391.8354,2966,72496.3148,72742,56995.5057,65945,-63671.8807,-79787,67433.4157,78082
33890,91027.5700,-22750,-35588.9589,4259,40161.9411,72213,47152.9761,-59496,86542.1185,17054,-44970.6311,-91942,50672.1331,-96665,-80045.1715,59831,58494.7771,-94373,63319.0978
-20671.9095,-59837,-60666.5094,-52359,-25177.9312,47930,4707.6014,-989,78407.5025,-42494,-19.4885,38344,-77042.6368,18211,83176.9424,93500,-51536.7450,12799,17458.3579,73679
-86009,11451.3409,-30838,48241.5235,-40746,65559.7521,-87238,-60832.7735,-62742,89310.9634,-27009,95448.9682,46407,-34228.0459,-35219,-56713.4586,-85506,9879.2239,-3214,-17045.0743
-67420.2091,76529,29900.4283,-82602,-35733.2801,92405,-27815.5684,14730,-68059.0860,-97729,-69312.4233,-83108,43249.5742,-68479,60084.4341,-44396,-22887.7715,-39121,-51525.8460,80350
59302,-8363.0967,-84545,-13455.7896,26794,-24369.2325,79929,38850.2623,-90792,-69717.5260,-88681,-62131.8587,54659,-30557.2106,1050,87610.9134,-18326,23657.2244,72558,21818.5462
5116.3099,17544,-66276.3636,93955,-22891.9727,37416,67271.5847,-30566,-90993.3644,-39413,-90638.3106,3278,-26350.5518,-65149,-4645.3076,25018,-44532.4668,16953,39426.8770,67779
11720,-92232.2971,54238,82946.4079,-70971,24823.3233,-36498,7395.0407,99737,16747.5034,55607,81660.8215,-4257,-52114.4482,-47059,29567.6523,-69193,1749.2186,69515,-62767.4972
34753.0182,-13049,-35560.6006,72437,40506.0560,-77454,-54444.2032,-64464,71570.2648,63558,-26198.3024,-35747,66732.0316,46949,83409.6213,62839,-17405.2491,-18595,-45680.8501,-66548
51734,-6561.6633,37672,82356.8168,66656,87290.3498,-62021,-94931.3652,-33347,96022.0514,78913,54108.4326,87899,81218.4804,-9884,8418.0966,47375,-46642.8971,-58661,-65531.7218
-79574.7513,27810,-44984.9982,-48462,49115.0266,29647,47572.3778,18102,-16104.3063,-62313,48143.5207,6164,-88536.6855,-13116,-50695.0476,-9729,54516.0783,-80328,97145.4460,22138
-41379,56824.3470,19845,85256.4988,-42750,60004.2112,-18376,19744.5689,34357,11675.5997,7749,-75327.9573,91359,-88645.4904,71922,-47704.0804,25132,48552.3576,-86673,-14389.2352
-31973.7246,-72778,-69920.5005,-91713,-45833.0006,36496,-17018.5125,-49206,9345.3855,86153,41888.6814,-53165,-73640.2064,-94513,-50996.2392,-89524,32624.6152,-16448,20359.9252,87419
98123,-36836.6472,-70244,-72653.9495,80180,-83636.8750,57886,-54582.4701,43839,-46922.1217,-65139,90392.1461,-72468,40620.7129,56584,22052.0063,83982,-36745.8632,98816,-86835.3738
-47111.7511,48539,-1440.2098,-48152,7864.5435,-75212,-75215.0090,98990,45672.1254,38558,4368.0626,-10759,-49916.8805,-35386,80102.3678,71906,63597.6131,40754,55811.3133,47041
-53485,14041.4336,-79576,-27644.8619,80487,13111.8590,-59631,20137.7701,-74384,-98160.5614,32440,25128.2473,-42283,-31467.6177,65301,4060.5230,-56965,42539.2687,23693,-89293.6441
-83877.9156,70797,-60154.9975,-59652,-61061.8110,59075,-23101.5489,-25407,-13305.9194,-12213,52646.0022,-83778,-39681.2955,-92425,-90463.7362,15355,50045.6980,81037,26990.9464,-44028
-97565,31511.1799,92252,-65055.1517,-69067,-43970.5101,-36254,8570.9340,-37843,88432.1447,49659,37427.2549,78047,64690.8723,-31310,20331.5427,-92735,39385.2981,94739,67312.2712
-54099.0221,97911,25449.1766,66798,60063.4913,65660,-53576.4527,50167,88386.0388,-32205,-27008.6548,-96003,-99704.3195,52945,-81278.9920,-30490,-72440.6588,12210,34387.0011,-78859
-96592,-27835.9003,-61104,71398.4636,42380,86633.3817,2052,48403.1716,-48086,77668.4387,16630,57945.7052,-61928,74537.9072,-5673,-85045.2463,7414,-93501.9479,7596,-87876.0684
-43380.0321,13855,-41205.0592,51228,-46347.2972,-12112,-23481.5939,88264,99340.6049,-45128,-52918.8936,23609,37363.0604,-65575,-10147.8460,-2330,-98151.7034,-19058,30837.0404,-46617
-44999,4133.3078,-39973,-92514.2380,54462,69536.3342,-90410,-22378.1354,91512,-24456.9857,-93752,-10129.6051,74880,-11222.6590,-51242,-1366.9274,37137,4549.1448,-54565,-67996.7022
-72937.0074,98903,-52875.7247,-37378,-32304.8831,-83634,-74752.8751,-21051,-44093.8342,-50333,3682.8156,52497,86149.7339,-18786,-2500.3956,-68964,79023.1779,-70279,-17677.8851,-30062
35533,77533.4919,64481,37223.5049,64427,79632.8875,34692,36749.9790,7858,-51131.2225,85832,62080.7986,-81903,4541.4232,13342,42591.9327,62977,41448.2709,18753,-44425.0064
51755.3688,79144,43713.3454,-24476,-9867.0003,-62241,43192.6730,46316,88110.2416,23299,-61211.5802,12445,11156.6788,-41774,-36344.2287,44722,13258.5798,41800,-69538.4982,-80274
-18108,-30825.7845,-13291,-97714.8972,-69218,98034.5045,-24754,82876.9839,62420,5985.9352,-88380,-22086.9495,-5180,98661.8219,-40792,20575.2795,10173,27994.9431,71557,25508.3086
-16244.1990,90051,-30786.4303,44379,30813.3146,-80422,85811.9930,-55417,-31514.2903,87251,-58871.9413,-68029,54222.6380,-86628,-49736.3105,-23055,-929.2086,30440,-64554.6098,-5898
-5233,-42269.4032,32271,-98634.1249,-26433,-17889.0733,-82731,62000.5209,21921,20134.8184,-84468,-2158.2666,-78038,10061.3956,-10624,7792.2053,65557,1235.7900,-2784,-40402.1706
-35862.1088,-27339,-60148.4872,-16857,-13225.8132,68763,76217.4216,-53688,-8083.2841,-15570,-49322.7999,61539,57670.4451,-96026,7200.2973,76649,48014.3190,22694,-76799.9893,90041
-92442,-50545.7358,64320,-94625.5592,91183,14319.4022,-32456,87985.2326,65789,-71297.4987,-80638,-48106.3084,32942,-28269.1686,46790,40720.7625,38637,-33089.1498,88079,18380.5774
96279.8825,-54841,35742.9123,-87013,8407.6314,-67369,-34881.6823,43735,10944.8508,75948,-19654.9870,38893,-30388.1564,-22437,-60284.2575,-62379,-3466.2071,-3110,-89562.9235,-57454
33891,33964.8135,-38794,99527.3717,82715,14447.4860,-47415,93903.1638,-74106,-86097.8909,41303,-30940.5656,81555,-23911.3622,-27288,79612.9977,33795,-9352.5239,41172,25386.3334
-93765.3008,-72611,77450.2543,51703,-96117.4192,-49384,52663.1122,37149,53558.5689,-16811,62233.1683,53652,14778.1849,94123,97450.1620,18358,77595.4845,32056,-77038.7768,58775
-82863,-68001.4558,4474,98152.1217,49958,-92389.4330,83846,-97357.1970,-39538,-72951.3825,-45971,43470.8414,-82775,436.7015,55015,3744.3497,-68750,59597.8362,-56778,4915.9928
-72618.2675,-39090,-7625.7760,60692,80369.0325,-60369,88599.5384,-30147,-51542.3917,-83176,-22863.8297,-81624,-76446.0367,60243,-181.5461,-38629,-99521.0294,75112,60089.9929,21475
92529,-28487.5332,-74092,-10912.3338,-19767,-20335.0648,-50738,4138.4338,81536,-62209.6731,17144,-39754.0710,3075,93203.0094,-78848,-18472.7379,930,88795.9741,30550,-91232.8504
84158.4550,3701,66583.6677,294,6424.5320,22469,-28874.4352,42462,4334.0497,66691,34180.4579,-78201,79772.3110,74504,90382.1117,52409,86216.2696,-5627,13088.5263,-88865
-84176,26273.2844,-26726,53043.5776,37895,61648.6923,97921,-39030.0512,-94554,-36458.5753,-24774,55284.7617,-39327,-51314.9440,37457,12733.9488,-25307,93236.0865,-20511,-4620.6193
54303.4385,-62563,79860.0912,43432,-88463.4181,46206,37436.3697,51880,60182.4292,-83266,6877.1380,-85416,-21822.8038,-38852,-12235.6092,26455,-65340.6881,62194,-21706.5256,85729
56501,-77545.0518,-83555,-51254.7914,2390,96966.2240,16010,67288.0036,-34418,-2349.1591,59652,-93612.8889,-15267,49720.3843,24625,-13321.4319,62948,-40943.7216,78631,-1744.7187
87434.0820,10865,-15443.3002,-79413,92923.7841,70170,84517.0131,85509,-47422.6782,14140,-20838.2517,12219,30397.1721,18616,68667.3801,-15542,35370.2742,78457,11857.8144,-5846
61602,59191.7632,-60838,85567.9039,-87756,97049.1187,-13754,-35534.0597,76899,51453.7011,-94549,32432.6479,-20664,56369.3067,-18466,80293.1353,-55535,94687.4707,58173,16217.4756
72633.7440,-52364,28924.5918,60927,809.2106,81353,-9977.4966,28575,73325.7792,-39108,11500.5015,58168,-76275.7576,-96139,73206.6318,-83632,82245.6954,-27860,85154.1071,-63622
98721,-43151.4732,-31236,40427.2646,-94691,-11619.9588,-35725,-47170.5565,-36440,-55958.2726,-32919,-72359.4044,72404,66199.9009,11642,87102.3269,62154,30707.9465,5852,-37750.7544
79040.5622,81948,24750.9358,-7244,-91819.1466,56584,-98791.0825,93028,34483.8357,3891,-28937.5724,91125,53168.3530,20660,-16936.1574,-97821,-29261.9896,-65970,26803.7050,54124
-16521,19941.4979,-59196,-73015.6018,14343,-4483.0683,47813,-7077.6648,-96267,-68670.3648,55896,-43876.0292,-56971,-33639.1217,-60423,-15858.3214,50987,61390.6247,59197,87150.5793
22647.9683,-41117,-32713.8070,-22676,38383.7032,-70979,-73251.1343,60662,47698.9881,21750,-55033.4875,-36884,-58512.8786,-16142,93713.0513,27943,77553.0367,91352,-17062.5243,-96537
40538,-45636.5327,83809,-84867.6303,52502,78259.6430,-82559,97608.5600,90372,-33703.3698,-83397,77047.3215,64565,7947.0296,23709,26041.9748,-68163,56489.5102,74227,-35180.2193
78922.1922,20681,585.3249,12202,-67748.1430,2782,-59492.2799,60270,-7037.9098,44156,-61095.6696,-11536,76430.0552,53550,-84769.9535,22803,29796.3933,97054,-51565.2310,15079
-22885,54403.2582,27179,58935.6313,31747,-4523.1414,82245,80272.3840,63312,17428.9586,-18465,29624.5505,97771,64486.6581,-19833,21067.4381,-344,95379.9014,-45774,-88175.0502
7640.2094,47888,-97243.5174,-12625,84685.3801,21820,2258.8102,10017,-13147.8597,22349,56262.4733,-54902,51493.8276,-45395,5079.2943,-56950,63249.0680,46277,26224.9602,41794
24154,25730.6120,-51901,-12161.2421,-23130,-20621.9974,47925,-55419.3771,-65837,78451.8832,8895,-65981.9882,-6530,-73612.8306,-78724,62401.2755,47468,1497.6972,40402,-66274.4249
55643.3010,18993,-76017.4339,-59918,88814.3956,82154,-56992.7576,23975,37801.5305,4810,-68618.1728,-48011,-94286.3800,-6409,88568.1587,-70614,-67557.9993,-91947,-7444.3627,45654
-41919,-78440.3406,51203,81559.6212,-33637,39858.8911,9447,-62111.2335,-10869,-46328.6796,69518,77137.8134,-73034,68741.6661,65820,-53144.2941,-83887,89750.0719,-96725,22225.6188
85434.3561,27809,-68095.7567,-83878,66525.7258,18658,19118.2307,38344,-34423.8698,759,-76490.2823,-72572,75841.7943,-11517,-30475.1460,83154,5974.4654,-13833,-88164.5969,44823
-20291,80570.5576,97223,79860.7198,-15827,-56985.3310,12650,-28224.5048,50570,9561.0220,-28525,-99182.0580,46248,-79212.4356,-10384,-64522.3931,-9668,11370.3704,65577,69297.1169
-49977.7161,-1678,48478.8899,55164,-57368.9773,15824,-23992.8833,-17797,79170.7469,2669,-76103.8973,-48803,56568.9806,16860,-43135.9370,33176,94377.7168,50940,-57482.2506,38311
-1980,39763.4717,75765,4651.5959,93413,-86036.2061,60264,-18715.0270,-27807,49229.0102,77063,69004.8791,38156,22760.3755,73178,61781.1933,68348,70300.3580,43601,32024.7443
-57572.3206,91966,48542.7819,-41635,29952.5388,-26020,-67950.4285,-49271,96845.9791,44308,-49269.0494,66159,90003.6125,-25678,-32452.7527,53661,-61049.0987,21812,7268.9721,-10546
-4966,17324.8041,-63903,45973.8343,82278,59681.0000,-2539,93531.9752,1297,-40979.2826,-84216,35068.2003,-98664,-83232.2975,-92668,16569.1146,-2390,4189.2641,89903,-89256.3487
85077.3114,-607,89527.8566,-25543,-46588.3633,16778,-57656.4958,-16931,-47225.3679,-64065,-96103.3710,-36310,62778.5869,-73033,65954.8157,-23098,-28883.8839,-82502,7460.5242,33313
-91742,6895.3858,-3697,67335.0317,69006,-99116.4035,-37630,-62947.5805,26739,93188.8670,15391,-53191.2646,86137,65747.6783,94767,-88232.2100,17156,23663.1070,-59216,83448.2486
-37025.2713,18132,-24392.7202,-94798,36698.5374,-67065,67640.6010,75367,-78270.8137,70113,-7383.8035,16112,-48210.8350,-1067,44349.3236,93219,-50198.5187,-32509,82550.9101,25396
-62171,-39314.2493,-39167,46923.8164,33920,-48599.3960,44938,47006.3724,50131,-27536.5708,-63352,467.4373,-55534,-73394.9203,50824,-99679.5593,-84606,4234.3689,-38162,-73153.4769
-25086.6926,-14140,-41033.1863,92228,46377.0479,41115,-75638.5473,4943,13161.7608,-11925,33903.9316,62114,94416.1065,-37560,-3606.0751,-22495,-23787.3661,-91961,62902.4941,78905
-86297,8947.5201,64279,-34096.0133,-64785,47260.5691,73464,-37435.5142,-69939,-19662.2502,40520,-79320.6183,71338,-73411.4814,-5656,73882.6713,81762,-35517.9946,-19219,48231.5227
60841.2716,-4504,71980.5571,71811,58462.3188,-25258,-63569.3779,10984,7375.9858,8666,10403.3121,-63925,15210.3485,31411,-62112.5324,45732,-52908.4838,57508,-93489.8837,42698
73807,-57441.7774,92496,-82563.6108,57356,17244.8783,-28420,51286.7523,-80776,-30702.4559,-43193,73463.2666,-76497,-71719.7782,-85774,27525.1868,22427,-39580.8642,25375,44223.4218
-88638.8329,-12679,60999.5028,91998,-96086.8964,22881,-2263.0281,41388,-41866.3665,-30508,29549.8859,1586,-53956.5659,75958,93298.7080,-69128,-31608.7456,53740,-82624.1749,27384
73788,-86806.8439,14897,-5177.3087,94949,-23830.1336,51736,51403.7994,-66774,46123.8750,-375,1565.8106,56006,-52801.9326,61110,-95315.5713,39320,55260.3062,62183,-84692.2502
-65763.1940,-14869,-57870.0541,95290,-14596.5949,11927,-11167.9924,99684,38000.1937,-32180,9883.7632,-76580,42912.1937,60371,-24709.7941,55232,86164.9053,-45177,-70575.8031,34575
-21913,52154.7664,56246,88999.1390,-68212,-21924.0210,18430,9645.6595,-86725,-99704.3937,-42571,5800.8754,93897,-21671.7839,37835,-56286.2968,75042,81553.9125,96143,-439.2637
33170.1821,-23047,49310.9358,26282,58224.5223,-48298,73637.4192,-78946,57830.5632,7115,-16622.5442,-34372,-72390.2214,28683,-12028.7969,-25895,-23499.2083,54047,62778.1591,84829
17918,-89601.5020,76783,-55262.1243,93220,86776.9973,-90013,77493.3353,-39123,25237.3068,3208,-16148.1503,-31955,-34648.8155,89113,25762.9796,-46374,55405.4517,81887,87703.0367
27197.8190,19446,21410.2844,-81992,-48577.2961,-7561,39001.8968,-42934,-86222.3553,-62640,-45664.5822,70321,2347.9752,98189,6795.7129,-32950,7907.5346,53550,20611.1483,-45751
48854,-3359.4774,-61152,56579.7402,44040,72716.8934,-61406,-36399.0561,-67118,-80885.7244,-50557,-6962.9765,-42847,-8577.4470,-91235,82455.5267,74453,-51736.2432,73180,86404.8670
14553.3772,54633,45418.0134,-93828,20386.7729,-89827,-66625.3617,-14162,-2844.9510,-51874,77004.4691,-37219,-11218.2674,-58974,-28771.1436,-77243,250.4114,36762,63109.5000,10170
-52847,-91146.5536,68320,28605.4821,-30915,-52982.3973,29002,-91165.6180,-3635,4367.8770,12929,82468.4556,97701,48978.0725,19356,-37093.7908,98032,97616.2946,63476,-65163.0226
-7328.6222,45283,19151.5704,51892,-69189.4820,93743,-6881.6607,-47283,85752.2133,88398,59197.8847,-3038,46570.5248,-62864,83185.0820,-84229,62880.1434,-84141,62834.7883,1128
69094,21710.4038,83271,-79834.5872,62623,33906.1540,-48965,51846.8600,3488,-96291.3238,-56363,17107.7622,58969,-78920.2087,-1842,-22677.3273,85819,40928.0792,44357,18989.2682
-42216.3171,43637,-49422.9652,40797,82945.1283,-20723,-36170.4986,22123,15574.6649,60227,63015.2594,10823,37811.1540,30387,31110.6138,-4871,-18264.4223,-4341,22366.1858,-2570
99539,63135.3675,-90684,-3551.3409,-83236,-82655.6504,-72210,1624.6277,44349,-26100.7113,20710,-78050.3539,24864,49370.2308,82629,67465.8888,22514,-6068.1441,42182,-21123.4469
-88202.8645,-2591,-83835.5264,46455,8598.4280,24274,62533.3032,-30106,-87244.4830,-27445,-85276.0867,-62149,-3250.3173,-88387,-63408.7087,72854,-72760.2155,-61732,68409.7628,-43106
37331,-56478.8040,30038,-92665.3274,-2704,75530.7265,88010,54721.4557,-71952,-34530.4483,-11147,46346.1367,80082,8457.5360,97365,-47713.6654,-98176,53729.2301,44073,27010.9534
92126.4238,-15165,-62669.9264,82539,-159.7524,-73592,84646.2624,-21196,39064.1296,72980,53811.2988,89707,-5028.5743,-43181,-45823.4041,-38346,71972.2870,92493,-23229.9285,76992
83607,53916.7066,10534,13941.7551,-30156,66510.1539,-64242,52045.4498,5997,17360.6752,-99419,-74586.4103,-68529,2211.3145,-29254,78019.2228,-79762,34951.6556,14192,54128.3190
-20556.1361,-78939,59426.2412,16481,-49879.1954,80848,-84106.9440,-74434,-26891.9172,5464,-57061.3052,94837,-99876.3470,-61103,-36199.2047,66870,-10936.5095,29212,-17935.1597,-54876
-61455,66316.3507,30878,-69807.9406,56995,61911.6604,-77352,-73183.0628,-6092,87759.0360,-40409,74643.9997,98137,64525.4151,-72270,-50705.5663,-10951,-49625.8380,-45948,4041.4644
27400.7914,-5355,91267.7198,-55145,90934.3475,47867,51968.1227,4194,18062.2055,32448,-91512.2919,85348,56474.5974,-12368,-70616.0890,-19445,99889.6248,-75995,36190.0316,86756
-35280,24793.9237,50156,95720.6574,-1180,-7421.3695,4773,-60309.2955,-85114,12872.4805,32239,68646.1395,47396,-51491.5406,-95770,-32363.0193,34020,13048.6634,30264,15246.3871
-95780.4768,33055,-73130.3761,-26534,-91979.7909,12395,-10359.4074,-31223,54393.6506,-50610,-36081.3187,-66512,62566.3566,30934,-13704.4237,69518,-84415.2851,-74795,48336.3120,90334
-47736,28425.3182,-69272,-29790.9288,-38012,-57881.3387,64565,-27306.0096,61804,23674.9779,75898,8558.6164,58711,5620.6822,-32027,-16557.3524,6014,88019.2214,4267,-77338.6916
98557.1356,14205,-40801.0010,72659,48192.5619,57219,92828.3713,23928,-18007.1600,-68050,5460.4573,-46426,51824.0683,47448,34301.2852,-55312,92275.3747,-74588,4571.2406,94122
511,74651.2098,67761,69606.7007,83312,64022.1895,70786,-58379.7059,-8165,-1192.6159,56049,-12916.2759,38158,-39191.2180,-18654,-41312.7883,-83315,98193.8142,87903,29048.1354
-89041.5517,97910,-85489.8106,51162,70290.5057,16951,8502.5534,-42298,-76772.5518,-34380,38711.9938,-57804,-56746.8406,61087,17008.4952,70884,-54840.5655,99059,96586.6501,17800
48512,4606.2635,-31274,-41911.4047,-42876,29738.4341,25254,11712.2259,-53565,43583.4818,-89906,-43376.3525,11007,373.2894,-39855,-51016.4545,67799,93182.1258,-31937,68968.3457
-74026.2084,33344,-75394.5672,-7979,31413.1031,-70630,54396.3920,-59885,89830.8129,-59733,-66926.1873,92121,50198.2874,99877,-13143.5874,-96320,2025.8535,-54931,-13384.5477,-87196
6096,-67424.8240,-33871,78171.4654,42807,51164.9419,-99320,36969.4461,47156,45912.5567,-69468,-38338.4377,79789,-82040.9682,99159,-59385.6276,-36406,-11661.2477,46018,97781.1452
47960.5258,72361,96506.9207,-37186,37370.4388,-42493,63750.9849,-28540,92573.9263,-46517,94313.3390,55516,31834.7870,-11211,19984.4558,58616,-14920.5223,-14833,82485.9202,28466
